"Date","Spotify followers","Spotify followers change","Spotify monthly listeners","Spotify monthly listeners change","Youtube subscribers","Youtube subscribers change","TikTok followers","TikTok followers change","TikTok likes","TikTok views","Instagram followers","Instagram followers change","Instagram likes","SoundCloud followers","SoundCloud followers change","SoundCloud plays"
"2023-08-25","23590759","2170","66513487","25344","19100000","0","1300000","0","0","0","11215003","0","0","7192231","85","84109"
"2023-08-26","23593183","2424","66282187","-231300","19100000","0","1300000","0","229181","1533900","11223624","8621","84000","7192309","78","79153"
"2023-08-27","23595771","2588","66147852","-134335","19100000","0","1300000","0","0","0","11223624","0","0","7192392","83","63414"
"2023-08-28","23598110","2339","66011716","-136136","19100000","0","1300000","0","0","0","11235372","11748","133000","7192471","79","66869"
"2023-08-29","23600201","2091","65893614","-118102","19100000","0","1300000","0","0","0","11235372","0","0","7192550","79","70342"
"2023-08-30","23602308","2107","65752121","-141493","19100000","0","1300000","0","0","0","11235372","0","0","7192606","56","70978"
"2023-08-31","23604455","2147","65610333","-141788","19100000","0","1300000","0","143337","1832700","11244777","9405","89000","7192669","63","73758"
"2023-09-01","23606452","1997","65449596","-160737","19100000","0","1300000","0","0","0","11244777","0","0","7192775","106","81243"
"2023-09-02","23608684","2232","65381028","-68568","19100000","0","1300000","0","0","0","11255380","10603","82000","7192888","113","79634"
"2023-09-03","23611007","2323","65307294","-73734","19100000","0","1300000","0","0","0","11255380","0","0","7192930","42","64711"
"2023-09-04","23613029","2022","65276788","-30506","19100000","0","1300000","0","0","0","11255380","0","0","7193012","82","72101"
"2023-09-05","23614993","1964","65254392","-22396","19100000","0","1300000","0","40033","1003500","11263763","8383","69000","7193066","54","75084"
"2023-09-06","23616831","1838","65172915","-81477","19100000","0","1300000","0","0","0","11263763","0","0","7193146","80","75095"
"2023-09-07","23618862","2031","65095713","-77202","19100000","0","1300000","0","0","0","11263763","0","0","7193192","46","74534"
"2023-09-08","23620909","2047","65002393","-93320","19100000","0","1300000","0","0","0","11271354","7591","44000","7193249","57","90473"
"2023-09-09","23623141","2232","65035055","32662","19100000","0","1300000","0","0","0","11271354","0","0","7193337","88","83167"
"2023-09-10","23625570","2429","65038675","3620","19100000","0","1300000","0","255029","2673900","11271354","0","0","7193404","67","63386"
"2023-09-11","23627945","2375","65010242","-28433","19100000","0","1300000","0","0","0","11279876","8522","24000","7193453","49","68712"
"2023-09-12","23629778","1833","64964333","-45909","19100000","0","1300000","0","0","0","11279876","0","0","7193504","51","70998"
"2023-09-13","23631868","2090","64828580","-135753","19100000","0","1300000","0","0","0","11279876","0","0","7193542","38","72896"
"2023-09-14","23633916","2048","64685979","-142601","19100000","0","1300000","0","0","0","11293729","13853","17000","7193579","37","76201"
"2023-09-15","23635844","1928","64606838","-79141","19100000","0","1300000","0","0","0","11293729","0","0","7193624","45","86865"
"2023-09-16","23636433","589","64508518","-98320","19100000","0","1300000","0","0","0","11293729","0","0","7193683","59","80577"
"2023-09-17","23638686","2253","64434755","-73763","19100000","0","1300000","0","0","0","11302875","9146","8000","7193719","36","62667"
"2023-09-18","23640739","2053","64291207","-143548","19100000","0","1300000","0","0","0","11302875","0","0","7193761","42","70734"
"2023-09-19","23642523","1784","64199812","-91395","19100000","0","1300000","0","0","0","11302875","0","0","7193785","24","70666"
"2023-09-20","23644341","1818","64043241","-156571","19100000","0","1300000","0","0","0","11307437","4562","6000","7193810","25","71170"
"2023-09-21","23646200","1859","63900436","-142805","19100000","0","1300000","0","0","0","11307437","0","0","7193837","27","73083"
"2023-09-22","23648140","1940","63900436","0","19100000","0","1300000","0","137341","2313900","11307437","0","0","7193878","41","83681"
"2023-09-23","23648140","0","63691812","-208624","19100000","0","1300000","0","0","0","11313292","5855","5000","7193906","28","79114"
"2023-09-24","23652298","4158","63691812","0","19100000","0","1300000","0","0","0","11313292","0","0","7193906","0","0"
"2023-09-25","23654322","2024","63458615","-233197","19100000","0","1300000","0","0","0","11313292","0","0","7193976","70","127584"
"2023-09-26","23655902","1580","63377029","-81586","19100000","0","1300000","0","0","0","11317804","4512","5000","7194034","58","70593"
"2023-09-27","23657915","2013","63280258","-96771","19100000","0","1300000","0","0","0","11317804","0","0","7194048","14","70118"
"2023-09-28","23660166","2251","63181097","-99161","19100000","0","1300000","0","8618","634500","11317804","0","0","7194098","50","73596"
"2023-09-29","23662507","2341","63073047","-108050","19100000","0","1300000","0","0","0","11322150","4346","0","7194152","54","79673"
"2023-09-30","23664772","2265","63009537","-63510","19100000","0","1300000","0","0","0","11322150","0","0","7194149","-3","73375"
"2023-10-01","23667333","2561","62932614","-76923","19100000","0","1300000","0","0","0","11322150","0","0","7194195","46","58786"
"2023-10-02","N/A","N/A","62800871","-131743","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"2023-10-03","23672276","2408","62711594","-89277","19100000","0","1300000","0","5908","424100","11327001","0","0","7194218","-11","64908"
"2023-10-04","23674440","2164","62575048","-136546","19100000","0","1300000","0","0","0","11327001","0","0","7194233","15","66520"
"2023-10-05","23676683","2243","62460529","-114519","19100000","0","1300000","0","0","0","11329753","2752","0","7194274","41","68750"
"2023-10-06","23678822","2139","62381511","-79018","19100000","0","1300000","0","0","0","11329753","0","0","7194317","43","77823"
"2023-10-07","23681175","2353","62241914","-139597","19100000","0","1300000","0","0","0","11329753","0","0","7194353","36","73125"
"2023-10-08","23683669","2494","62041177","-200737","19100000","0","1300000","0","5407","517800","11333414","3661","0","7194394","41","57193"
"2023-10-09","23684535","866","61872472","-168705","19100000","0","1300000","0","0","0","11333414","0","0","7194413","19","62241"
"2023-10-10","23686587","2052","61760958","-111514","19100000","0","1300000","0","0","0","11333414","0","0","7194432","19","63099"
"2023-10-11","23688675","2088","61676060","-84898","19100000","0","1300000","0","0","0","11334565","1151","0","7194455","23","63215"
"2023-10-12","23691036","2361","61620375","-55685","19100000","0","1300000","0","0","0","11334565","0","0","7194485","30","64558"
"2023-10-13","23693235","2199","61538037","-82338","19100000","0","1300000","0","0","0","11334565","0","0","7194520","35","73630"
"2023-10-14","23695721","2486","61472852","-65185","19100000","0","1300000","0","3507","319500","11336184","1619","0","7194522","2","67012"
"2023-10-15","23698449","2728","61367243","-105609","19100000","0","1300000","0","0","0","11336184","0","0","7194549","27","53073"
"2023-10-16","23701054","2605","61256526","-110717","19100000","0","1300000","0","0","0","11336184","0","0","7194570","21","58476"
"2023-10-17","23703324","2270","61173971","-82555","19100000","0","1300000","0","0","0","11338302","2118","0","7194562","-8","61468"
"2023-10-18","23705739","2415","61057028","-116943","19100000","0","1300000","0","0","0","11338302","0","0","7194625","63","63709"
"2023-10-19","23708122","2383","60978139","-78889","19100000","0","1300000","0","2509","28000","11338302","0","0","7194624","-1","63419"
"2023-10-20","23710669","2547","60857399","-120740","19100000","0","1300000","0","0","0","11338809","507","0","7194665","41","70242"
"2023-10-21","23377262","-333407","60763980","-93419","19100000","0","1300000","0","0","0","11338809","0","0","7194677","12","67045"
"2023-10-22","23379702","2440","60667241","-96739","19100000","0","1300000","0","0","0","11338809","0","0","7194691","14","53626"
"2023-10-23","23381980","2278","60554567","-112674","19100000","0","1300000","0","0","0","11342590","3781","0","7194719","28","59990"
"2023-10-24","23384174","2194","60504480","-50087","19100000","0","1300000","0","0","0","11342590","0","0","7194750","31","61456"
"2023-10-25","23386320","2146","60446921","-57559","19100000","0","1300000","0","1411","15600","11342590","0","0","7194735","-15","60594"
"2023-10-26","23388463","2143","60360071","-86850","19100000","0","1300000","0","0","0","11342830","240","0","7194762","27","61544"
"2023-10-27","23390636","2173","60283906","-76165","19100000","0","1300000","0","0","0","11342830","0","0","7194771","9","72701"
"2023-10-28","23392925","2289","60187138","-96768","19100000","0","1300000","0","0","0","11342830","0","0","7194785","14","66623"
"2023-10-29","23395525","2600","60130187","-56951","19100000","0","1300000","0","0","0","11345307","2477","0","7194818","33","52423"
"2023-10-30","23397786","2261","60046516","-83671","19100000","0","1300000","0","0","0","11345307","0","0","7194863","45","55566"
"2023-10-31","23399888","2102","59970795","-75721","19100000","0","1300000","0","1111","113900","11345307","0","0","7194892","29","59812"
"2023-11-01","23401842","1954","59946391","-24404","19100000","0","1300000","0","0","0","11345145","-162","0","7194864","-28","54998"
"2023-11-02","23403917","2075","59835830","-110561","19100000","0","1300000","0","0","0","11345145","0","0","7194876","12","56506"
"2023-11-03","23406134","2217","59707285","-128545","19100000","0","1300000","0","0","0","11345145","0","0","7194894","18","64283"
"2023-11-04","23408452","2318","59599240","-108045","19100000","0","1300000","0","0","0","11347228","2083","0","7194922","28","59933"
"2023-11-05","23410703","2251","59498351","-100889","19100000","0","1300000","0","0","0","11347228","0","0","7194945","23","48977"
"2023-11-06","23412922","2219","59423877","-74474","19100000","0","1300000","0","0","0","11347228","0","0","7194980","35","54807"
"2023-11-07","23414711","1789","59372780","-51097","19100000","0","1300000","0","413","15900","11347484","256","0","7194956","-24","55164"
"2023-11-08","23416856","2145","59324865","-47915","19100000","0","1300000","0","0","0","11347484","0","0","7194971","15","56495"
"2023-11-09","23418856","2000","59238805","-86060","19100000","0","1300000","0","0","0","11347484","0","0","7194998","27","59646"
"2023-11-10","23420957","2101","59171023","-67782","19100000","0","1300000","0","0","0","11346463","-1021","13000","7195010","12","65576"
